RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@499,off,off,0%@499,0%@499,0%@499] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@39.5C BCPU@41C thermal@40.1C Tdiode@39.25C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2568/2568 VDD_SYS_CPU 230/230 VDD_SYS_DDR 706/706
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@2035,off,off,0%@2035,100%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 99% PLL@42.5C MCPU@42.5C PMIC@100C Tboard@37C GPU@42C BCPU@42.5C thermal@41.8C Tdiode@41.75C VDD_SYS_GPU 2450/2020 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5704/4548 VDD_SYS_CPU 995/286 VDD_SYS_DDR 745/740
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [14%@2035,off,off,0%@2035,100%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 99% PLL@42.5C MCPU@42.5C PMIC@100C Tboard@37C GPU@42C BCPU@42.5C thermal@41.8C Tdiode@41.75C VDD_SYS_GPU 2527/2022 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5743/4553 VDD_SYS_CPU 995/289 VDD_SYS_DDR 745/740
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@2035,off,off,0%@2035,100%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 99% PLL@42.5C MCPU@42.5C PMIC@100C Tboard@37C GPU@42C BCPU@42.5C thermal@42.3C Tdiode@41.75C VDD_SYS_GPU 2450/2024 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5743/4559 VDD_SYS_CPU 995/292 VDD_SYS_DDR 745/740
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@2035,off,off,0%@2035,100%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 99% PLL@42.5C MCPU@42.5C PMIC@100C Tboard@37C GPU@42C BCPU@42.5C thermal@42.3C Tdiode@41.75C VDD_SYS_GPU 2527/2026 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5743/4564 VDD_SYS_CPU 995/295 VDD_SYS_DDR 745/740
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@2035,off,off,0%@2035,100%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 99% PLL@42.5C MCPU@42.5C PMIC@100C Tboard@37C GPU@42C BCPU@42.5C thermal@42.3C Tdiode@41.75C VDD_SYS_GPU 2527/2029 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5743/4569 VDD_SYS_CPU 995/299 VDD_SYS_DDR 745/740
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@2035,off,off,0%@2035,100%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 99% PLL@42.5C MCPU@42.5C PMIC@100C Tboard@37C GPU@42C BCPU@42.5C thermal@42.3C Tdiode@41.75C VDD_SYS_GPU 2527/2031 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5743/4575 VDD_SYS_CPU 995/302 VDD_SYS_DDR 745/740
RAM 1261/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@2035,off,off,40%@2035,40%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 98% PLL@42.5C MCPU@42.5C PMIC@100C Tboard@37C GPU@42C BCPU@42.5C thermal@42.3C Tdiode@41.75C VDD_SYS_GPU 2450/2033 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5743/4580 VDD_SYS_CPU 995/305 VDD_SYS_DDR 764/741
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@2035,off,off,85%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 99% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@42C BCPU@42C thermal@42.3C Tdiode@41.75C VDD_SYS_GPU 2450/2034 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5743/4585 VDD_SYS_CPU 918/308 VDD_SYS_DDR 783/741
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@2035,off,off,0%@2035,100%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 99% PLL@42.5C MCPU@42.5C PMIC@100C Tboard@37C GPU@42C BCPU@42.5C thermal@42.3C Tdiode@41.75C VDD_SYS_GPU 2450/2036 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5781/4590 VDD_SYS_CPU 918/310 VDD_SYS_DDR 783/741
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@2035,off,off,0%@2035,100%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 99% PLL@42.5C MCPU@42.5C PMIC@100C Tboard@37C GPU@42C BCPU@42.5C thermal@42.3C Tdiode@41.75C VDD_SYS_GPU 2450/2038 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5781/4595 VDD_SYS_CPU 918/313 VDD_SYS_DDR 764/741
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@2035,off,off,0%@2035,100%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 99% PLL@42.5C MCPU@42.5C PMIC@100C Tboard@37C GPU@42.5C BCPU@42.5C thermal@42.3C Tdiode@41.75C VDD_SYS_GPU 2450/2040 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5781/4601 VDD_SYS_CPU 995/316 VDD_SYS_DDR 764/741
RAM 1259/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@2035,off,off,0%@2035,66%@2035,20%@2035] EMC_FREQ 0% GR3D_FREQ 99% PLL@42.5C MCPU@42.5C PMIC@100C Tboard@37C GPU@42C BCPU@42.5C thermal@42.3C Tdiode@41.75C VDD_SYS_GPU 2450/2042 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5781/4606 VDD_SYS_CPU 995/319 VDD_SYS_DDR 783/741
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@2035,off,off,0%@2035,0%@2035,100%@2035] EMC_FREQ 0% GR3D_FREQ 99% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@42C BCPU@42C thermal@42.3C Tdiode@41.75C VDD_SYS_GPU 2450/2044 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5781/4611 VDD_SYS_CPU 918/322 VDD_SYS_DDR 783/742
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [85%@2035,off,off,0%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 99% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@42C BCPU@42C thermal@42.3C Tdiode@41.75C VDD_SYS_GPU 2450/2045 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5781/4616 VDD_SYS_CPU 918/324 VDD_SYS_DDR 783/742
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,0%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 99% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@42C BCPU@42C thermal@42.3C Tdiode@41.75C VDD_SYS_GPU 2450/2047 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5781/4621 VDD_SYS_CPU 918/327 VDD_SYS_DDR 783/742
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,0%@2035,16%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 99% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@42.5C BCPU@42C thermal@42.3C Tdiode@41.75C VDD_SYS_GPU 2450/2049 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5781/4626 VDD_SYS_CPU 918/329 VDD_SYS_DDR 783/742
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,0%@2035,0%@2035,16%@2035] EMC_FREQ 0% GR3D_FREQ 99% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@42C BCPU@42C thermal@42.3C Tdiode@41.75C VDD_SYS_GPU 2450/2050 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5781/4631 VDD_SYS_CPU 918/332 VDD_SYS_DDR 783/742
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,0%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 99% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@42.5C BCPU@42C thermal@42.3C Tdiode@42C VDD_SYS_GPU 2450/2052 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5781/4636 VDD_SYS_CPU 918/334 VDD_SYS_DDR 764/742
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,0%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 99% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@42.5C BCPU@42C thermal@42.3C Tdiode@42C VDD_SYS_GPU 2450/2054 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5781/4641 VDD_SYS_CPU 995/337 VDD_SYS_DDR 764/742
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,0%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 99% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@42.5C BCPU@42C thermal@42.3C Tdiode@42C VDD_SYS_GPU 2450/2055 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5781/4645 VDD_SYS_CPU 995/340 VDD_SYS_DDR 764/742
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,0%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 99% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@42C BCPU@42C thermal@42.3C Tdiode@42C VDD_SYS_GPU 2450/2057 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5781/4650 VDD_SYS_CPU 995/343 VDD_SYS_DDR 764/743
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,0%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 99% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@42C BCPU@42C thermal@42.3C Tdiode@42C VDD_SYS_GPU 2450/2059 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5781/4655 VDD_SYS_CPU 995/345 VDD_SYS_DDR 764/743
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,0%@345,14%@345,0%@2035] EMC_FREQ 0% GR3D_FREQ 99% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@42.5C BCPU@42C thermal@42.3C Tdiode@42C VDD_SYS_GPU 2450/2060 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5781/4660 VDD_SYS_CPU 995/348 VDD_SYS_DDR 764/743
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,0%@2035,16%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 99% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@42.5C BCPU@42C thermal@42.2C Tdiode@42C VDD_SYS_GPU 2450/2062 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5743/4664 VDD_SYS_CPU 995/351 VDD_SYS_DDR 764/743
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,0%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 99% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@42C BCPU@42C thermal@42.2C Tdiode@42C VDD_SYS_GPU 2450/2064 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5743/4669 VDD_SYS_CPU 995/353 VDD_SYS_DDR 764/743
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,0%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 99% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@42.5C BCPU@42C thermal@42.2C Tdiode@42C VDD_SYS_GPU 2450/2065 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5743/4673 VDD_SYS_CPU 995/356 VDD_SYS_DDR 764/743
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,0%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 99% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@42C BCPU@42C thermal@42.2C Tdiode@42C VDD_SYS_GPU 2450/2067 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5743/4677 VDD_SYS_CPU 995/359 VDD_SYS_DDR 745/743
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,0%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 99% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@42.5C BCPU@42C thermal@42.2C Tdiode@42C VDD_SYS_GPU 2450/2068 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5743/4682 VDD_SYS_CPU 995/361 VDD_SYS_DDR 745/743
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,0%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 99% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@42.5C BCPU@42C thermal@42.2C Tdiode@42C VDD_SYS_GPU 2450/2070 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5743/4686 VDD_SYS_CPU 995/364 VDD_SYS_DDR 745/743
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,0%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 99% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@42.5C BCPU@42C thermal@42.2C Tdiode@42C VDD_SYS_GPU 2527/2072 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5743/4690 VDD_SYS_CPU 995/366 VDD_SYS_DDR 745/743
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,14%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 99% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@42.5C BCPU@42C thermal@42.2C Tdiode@42C VDD_SYS_GPU 2450/2073 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5743/4695 VDD_SYS_CPU 995/369 VDD_SYS_DDR 745/743
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,0%@2035,0%@2035,16%@2035] EMC_FREQ 0% GR3D_FREQ 99% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@42C BCPU@42C thermal@42.2C Tdiode@42C VDD_SYS_GPU 2373/2074 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5666/4698 VDD_SYS_CPU 995/371 VDD_SYS_DDR 745/743
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,0%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 0% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@41.5C BCPU@42C thermal@42.2C Tdiode@42C VDD_SYS_GPU 2144/2075 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5439/4701 VDD_SYS_CPU 995/374 VDD_SYS_DDR 745/743
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,0%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 0% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@41C BCPU@42C thermal@42.2C Tdiode@42C VDD_SYS_GPU 1914/2074 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5171/4703 VDD_SYS_CPU 995/376 VDD_SYS_DDR 745/743
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,0%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 0% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@41C BCPU@42C thermal@42.2C Tdiode@42C VDD_SYS_GPU 1684/2073 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4704 VDD_SYS_CPU 995/379 VDD_SYS_DDR 745/743
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,0%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 0% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@40.5C BCPU@42C thermal@42.2C Tdiode@40.5C VDD_SYS_GPU 1532/2070 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4749/4704 VDD_SYS_CPU 995/381 VDD_SYS_DDR 745/743
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,0%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 0% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@41C BCPU@42C thermal@42.2C Tdiode@40.5C VDD_SYS_GPU 1378/2068 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4558/4704 VDD_SYS_CPU 995/384 VDD_SYS_DDR 725/743
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,0%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 0% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@41C BCPU@42C thermal@42.2C Tdiode@40.5C VDD_SYS_GPU 1225/2064 VDD_SYS_SOC 613/612 VDD_4V0_WIFI 0/0 VDD_IN 4404/4703 VDD_SYS_CPU 995/386 VDD_SYS_DDR 725/743
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,0%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 0% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@41C BCPU@42C thermal@42.2C Tdiode@40.5C VDD_SYS_GPU 1072/2061 VDD_SYS_SOC 613/612 VDD_4V0_WIFI 0/0 VDD_IN 4290/4701 VDD_SYS_CPU 995/388 VDD_SYS_DDR 725/743
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,16%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 0% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@40.5C BCPU@42C thermal@42.2C Tdiode@40.5C VDD_SYS_GPU 995/2056 VDD_SYS_SOC 613/612 VDD_4V0_WIFI 0/0 VDD_IN 4176/4699 VDD_SYS_CPU 995/391 VDD_SYS_DDR 725/743
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,0%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 0% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@41C BCPU@42C thermal@42.2C Tdiode@40.5C VDD_SYS_GPU 919/2052 VDD_SYS_SOC 613/612 VDD_4V0_WIFI 0/0 VDD_IN 4061/4697 VDD_SYS_CPU 995/393 VDD_SYS_DDR 725/743
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,0%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 0% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@41C BCPU@42C thermal@42.2C Tdiode@40.5C VDD_SYS_GPU 842/2047 VDD_SYS_SOC 613/612 VDD_4V0_WIFI 0/0 VDD_IN 3946/4694 VDD_SYS_CPU 995/395 VDD_SYS_DDR 725/743
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,0%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 0% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@40.5C BCPU@42C thermal@42.2C Tdiode@40.5C VDD_SYS_GPU 766/2042 VDD_SYS_SOC 613/612 VDD_4V0_WIFI 0/0 VDD_IN 3908/4691 VDD_SYS_CPU 995/398 VDD_SYS_DDR 725/743
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,14%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 0% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@40.5C BCPU@42C thermal@42.2C Tdiode@40.5C VDD_SYS_GPU 689/2037 VDD_SYS_SOC 613/612 VDD_4V0_WIFI 0/0 VDD_IN 3832/4687 VDD_SYS_CPU 995/400 VDD_SYS_DDR 706/742
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,0%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 0% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@40.5C BCPU@42C thermal@41.4C Tdiode@40.5C VDD_SYS_GPU 612/2032 VDD_SYS_SOC 613/612 VDD_4V0_WIFI 0/0 VDD_IN 3755/4684 VDD_SYS_CPU 995/402 VDD_SYS_DDR 706/742
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,0%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 0% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@40.5C BCPU@42C thermal@41.4C Tdiode@40.25C VDD_SYS_GPU 536/2026 VDD_SYS_SOC 613/612 VDD_4V0_WIFI 0/0 VDD_IN 3717/4680 VDD_SYS_CPU 995/404 VDD_SYS_DDR 706/742
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,0%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 0% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@41C BCPU@42C thermal@41.4C Tdiode@40.25C VDD_SYS_GPU 536/2020 VDD_SYS_SOC 613/612 VDD_4V0_WIFI 0/0 VDD_IN 3678/4676 VDD_SYS_CPU 996/407 VDD_SYS_DDR 706/742
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,0%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 0% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@40.5C BCPU@42C thermal@41.4C Tdiode@40.25C VDD_SYS_GPU 459/2014 VDD_SYS_SOC 613/612 VDD_4V0_WIFI 0/0 VDD_IN 3640/4672 VDD_SYS_CPU 996/409 VDD_SYS_DDR 706/742
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,0%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 0% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@41C BCPU@42C thermal@41.4C Tdiode@40.25C VDD_SYS_GPU 459/2009 VDD_SYS_SOC 613/612 VDD_4V0_WIFI 0/0 VDD_IN 3602/4668 VDD_SYS_CPU 996/411 VDD_SYS_DDR 706/742
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,0%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 0% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@40.5C BCPU@42C thermal@41.4C Tdiode@40.25C VDD_SYS_GPU 383/2003 VDD_SYS_SOC 613/612 VDD_4V0_WIFI 0/0 VDD_IN 3563/4664 VDD_SYS_CPU 996/413 VDD_SYS_DDR 706/742
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,0%@2035,0%@2035,14%@2035] EMC_FREQ 0% GR3D_FREQ 0% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@40.5C BCPU@42C thermal@41.4C Tdiode@40.25C VDD_SYS_GPU 383/1997 VDD_SYS_SOC 613/612 VDD_4V0_WIFI 0/0 VDD_IN 3525/4660 VDD_SYS_CPU 996/416 VDD_SYS_DDR 706/741
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,0%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 0% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@40.5C BCPU@42C thermal@41.4C Tdiode@40.25C VDD_SYS_GPU 383/1991 VDD_SYS_SOC 613/612 VDD_4V0_WIFI 0/0 VDD_IN 3525/4656 VDD_SYS_CPU 996/418 VDD_SYS_DDR 706/741
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,0%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 0% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@40C BCPU@42C thermal@41.4C Tdiode@40.25C VDD_SYS_GPU 306/1984 VDD_SYS_SOC 613/612 VDD_4V0_WIFI 0/0 VDD_IN 3487/4651 VDD_SYS_CPU 996/420 VDD_SYS_DDR 706/741
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [100%@2035,off,off,0%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 0% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@40.5C BCPU@42C thermal@41.4C Tdiode@40.25C VDD_SYS_GPU 306/1978 VDD_SYS_SOC 613/612 VDD_4V0_WIFI 0/0 VDD_IN 3487/4647 VDD_SYS_CPU 996/422 VDD_SYS_DDR 706/741
